customer_id,registration_date,region,acquisition_channel,preferred_device,preferred_category,segment,base_purchase_prob,age_band
C00332,2024-10-30,Midlands,Paid Search,Mobile,Clothing,Hibernating,0.12,18-24
C00333,2022-04-10,London,Paid Search,Mobile,Home & Garden,Loyal,0.55,25-34
C00334,2021-11-30,London,Direct,Desktop,Home & Garden,New,0.38,35-44
C00335,2024-02-25,Midlands,Social Media,Mobile,Electronics,Hibernating,0.12,25-34
C00336,2022-05-09,Yorkshire,Organic Search,Desktop,Home & Garden,Lost,0.05,18-24
C00337,2024-05-09,South West,Social Media,Desktop,Home & Garden,Lost,0.05,35-44
C00338,2021-11-28,Yorkshire,Organic Search,Mobile,Clothing,Lost,0.05,25-34
C00339,2022-06-17,Midlands,Social Media,Mobile,Home & Garden,New,0.38,18-24
C00340,2024-11-30,Wales,Organic Search,Mobile,Electronics,New,0.38,55+
C00341,2024-01-16,Scotland,Organic Search,Mobile,Home & Garden,At Risk,0.28,55+
C00342,2024-11-04,Yorkshire,Paid Search,Desktop,Electronics,At Risk,0.28,25-34
C00343,2022-10-15,Scotland,Organic Search,Desktop,Sports,Hibernating,0.12,25-34
C00344,2021-12-07,South East,Paid Search,Mobile,Clothing,At Risk,0.28,45-54
C00345,2023-03-28,London,Paid Search,Mobile,Sports,Hibernating,0.12,35-44
C00346,2023-02-18,Yorkshire,Direct,Mobile,Electronics,Champions,0.72,45-54
C00347,2022-08-07,South West,Email,Mobile,Sports,Lost,0.05,55+
C00348,2024-06-27,Scotland,Organic Search,Desktop,Sports,New,0.38,18-24
C00349,2023-04-30,South West,Social Media,Desktop,Clothing,Loyal,0.55,35-44
C00350,2023-07-25,London,Organic Search,Mobile,Books,New,0.38,35-44
C00351,2021-04-15,Scotland,Email,Mobile,Clothing,New,0.38,18-24
C00352,2023-02-10,London,Direct,Mobile,Home & Garden,New,0.38,18-24
C00353,2024-01-10,Midlands,Paid Search,Mobile,Electronics,New,0.38,55+
C00354,2022-07-28,North West,Social Media,Desktop,Sports,Hibernating,0.12,35-44
C00355,2022-02-24,South East,Paid Search,Desktop,Electronics,New,0.38,45-54
C00356,2021-07-14,Scotland,Paid Search,Mobile,Home & Garden,Lost,0.05,25-34
C00357,2024-02-16,South West,Paid Search,Mobile,Electronics,New,0.38,18-24
C00358,2023-04-13,London,Organic Search,Desktop,Home & Garden,At Risk,0.28,25-34
C00359,2021-05-06,London,Social Media,Mobile,Sports,Hibernating,0.12,35-44
C00360,2023-04-13,London,Referral,Mobile,Toys,Loyal,0.55,35-44
C00361,2022-07-11,London,Organic Search,Mobile,Clothing,At Risk,0.28,18-24
C00362,2021-05-05,South East,Direct,Mobile,Books,At Risk,0.28,25-34
C00363,2024-01-16,Wales,Email,Mobile,Home & Garden,At Risk,0.28,25-34
C00364,2021-04-19,North East,Referral,Mobile,Home & Garden,Lost,0.05,25-34
C00365,2023-04-01,Yorkshire,Paid Search,Mobile,Clothing,New,0.38,18-24
C00366,2023-07-31,South East,Social Media,Mobile,Clothing,New,0.38,35-44
C00367,2022-04-28,Scotland,Organic Search,Desktop,Beauty,Loyal,0.55,25-34
C00368,2024-05-22,Midlands,Organic Search,Mobile,Clothing,Hibernating,0.12,35-44
C00369,2021-06-13,London,Email,Desktop,Electronics,Lost,0.05,35-44
C00370,2021-09-03,Scotland,Organic Search,Desktop,Clothing,Loyal,0.55,45-54
C00371,2023-06-02,Wales,Paid Search,Desktop,Home & Garden,At Risk,0.28,25-34
C00372,2024-01-31,Midlands,Paid Search,Desktop,Books,Hibernating,0.12,25-34
C00373,2023-09-01,Yorkshire,Email,Desktop,Sports,At Risk,0.28,35-44
C00374,2022-05-26,Scotland,Paid Search,Desktop,Sports,Loyal,0.55,18-24
C00375,2024-09-08,Yorkshire,Email,Tablet,Clothing,At Risk,0.28,35-44
C00376,2024-10-04,Scotland,Email,Desktop,Home & Garden,Champions,0.72,45-54
C00377,2022-11-27,Scotland,Referral,Mobile,Toys,Hibernating,0.12,18-24
C00378,2022-06-26,North East,Social Media,Desktop,Clothing,Champions,0.72,45-54
C00379,2021-07-07,North East,Social Media,Desktop,Clothing,New,0.38,35-44
C00380,2023-07-31,South West,Organic Search,Mobile,Home & Garden,Loyal,0.55,35-44
C00381,2024-08-06,London,Direct,Desktop,Clothing,Champions,0.72,45-54
C00382,2024-11-04,London,Organic Search,Mobile,Electronics,New,0.38,25-34
C00383,2021-10-22,South East,Organic Search,Mobile,Clothing,At Risk,0.28,35-44
C00384,2021-11-17,South East,Organic Search,Mobile,Electronics,Hibernating,0.12,45-54
C00385,2021-01-31,Yorkshire,Paid Search,Desktop,Home & Garden,Lost,0.05,18-24
C00386,2021-06-09,Yorkshire,Organic Search,Mobile,Electronics,Hibernating,0.12,35-44
C00387,2021-09-17,North East,Organic Search,Mobile,Electronics,Loyal,0.55,18-24
C00388,2021-12-20,South East,Paid Search,Mobile,Clothing,New,0.38,45-54
C00389,2024-01-25,Scotland,Email,Mobile,Electronics,Hibernating,0.12,55+
C00390,2024-03-26,Scotland,Organic Search,Mobile,Sports,Lost,0.05,35-44
C00391,2023-06-30,North West,Paid Search,Tablet,Home & Garden,Lost,0.05,18-24
C00392,2022-04-16,North West,Email,Desktop,Clothing,Hibernating,0.12,25-34
C00393,2021-08-23,Wales,Social Media,Tablet,Beauty,New,0.38,25-34
C00394,2022-06-17,Midlands,Referral,Mobile,Electronics,At Risk,0.28,25-34
C00395,2023-10-21,Yorkshire,Organic Search,Mobile,Electronics,At Risk,0.28,18-24
C00396,2023-11-03,Scotland,Direct,Mobile,Home & Garden,At Risk,0.28,35-44
C00397,2023-08-10,Scotland,Social Media,Mobile,Electronics,New,0.38,55+
C00398,2021-10-01,Wales,Organic Search,Desktop,Electronics,New,0.38,35-44
C00399,2024-06-29,South West,Social Media,Desktop,Home & Garden,Champions,0.72,18-24
C00400,2022-07-12,Scotland,Social Media,Desktop,Books,Loyal,0.55,18-24
C00401,2022-01-22,Midlands,Email,Mobile,Electronics,At Risk,0.28,55+
C00402,2024-04-26,North East,Paid Search,Mobile,Clothing,At Risk,0.28,18-24
C00403,2021-06-24,London,Organic Search,Mobile,Electronics,New,0.38,45-54
C00404,2022-06-03,North West,Organic Search,Mobile,Home & Garden,At Risk,0.28,55+
C00405,2022-09-15,Midlands,Social Media,Desktop,Electronics,New,0.38,25-34
C00406,2023-12-19,London,Organic Search,Mobile,Electronics,At Risk,0.28,45-54
C00407,2022-04-16,Midlands,Referral,Mobile,Home & Garden,New,0.38,35-44
C00408,2024-09-16,London,Paid Search,Mobile,Clothing,Lost,0.05,18-24
C00409,2021-01-26,South East,Organic Search,Tablet,Home & Garden,New,0.38,55+
C00410,2023-05-13,South East,Paid Search,Desktop,Electronics,New,0.38,35-44
C00411,2022-07-13,South West,Email,Tablet,Electronics,Champions,0.72,25-34
C00412,2021-09-05,Wales,Email,Mobile,Home & Garden,Loyal,0.55,35-44
C00413,2022-03-29,Wales,Social Media,Mobile,Clothing,Hibernating,0.12,35-44
C00414,2021-01-03,Yorkshire,Organic Search,Mobile,Sports,Loyal,0.55,55+
C00415,2021-11-29,North West,Email,Mobile,Home & Garden,Hibernating,0.12,35-44
C00416,2022-11-27,Wales,Email,Mobile,Electronics,New,0.38,35-44
C00417,2021-11-07,London,Organic Search,Desktop,Beauty,Loyal,0.55,25-34
C00418,2024-07-20,Yorkshire,Referral,Desktop,Clothing,Lost,0.05,35-44
C00419,2024-10-07,South East,Paid Search,Desktop,Toys,At Risk,0.28,45-54
C00420,2021-04-03,London,Organic Search,Mobile,Books,Hibernating,0.12,25-34
C00421,2021-06-20,Scotland,Organic Search,Mobile,Sports,Champions,0.72,25-34
C00422,2024-03-24,Yorkshire,Email,Mobile,Electronics,Champions,0.72,25-34
C00423,2022-10-29,Yorkshire,Paid Search,Mobile,Home & Garden,Lost,0.05,18-24
C00424,2024-10-14,North West,Social Media,Mobile,Home & Garden,Hibernating,0.12,25-34
C00425,2021-11-20,Scotland,Direct,Tablet,Clothing,New,0.38,45-54
C00426,2023-12-01,London,Organic Search,Desktop,Electronics,Champions,0.72,55+
C00427,2022-12-10,Midlands,Paid Search,Mobile,Sports,New,0.38,18-24
C00428,2021-07-18,Wales,Direct,Mobile,Beauty,Lost,0.05,35-44
C00429,2024-11-23,South East,Organic Search,Mobile,Home & Garden,Hibernating,0.12,18-24
C00430,2022-04-20,Wales,Paid Search,Mobile,Sports,Champions,0.72,45-54
C00431,2021-07-08,North East,Paid Search,Desktop,Home & Garden,New,0.38,35-44
C00432,2024-04-19,North West,Organic Search,Mobile,Beauty,Loyal,0.55,18-24
C00433,2022-12-01,London,Referral,Mobile,Electronics,Hibernating,0.12,25-34
C00434,2022-01-19,North East,Referral,Mobile,Home & Garden,Champions,0.72,45-54
C00435,2024-09-28,Scotland,Social Media,Mobile,Clothing,Hibernating,0.12,18-24
C00436,2022-05-11,Scotland,Referral,Desktop,Electronics,Lost,0.05,35-44
C00437,2023-01-23,North West,Social Media,Mobile,Clothing,At Risk,0.28,35-44
C00438,2023-09-04,London,Organic Search,Desktop,Electronics,Lost,0.05,45-54
C00439,2023-07-06,North East,Social Media,Mobile,Toys,Hibernating,0.12,25-34
C00440,2024-05-02,South West,Paid Search,Tablet,Beauty,New,0.38,45-54
C00441,2021-11-09,Scotland,Organic Search,Mobile,Electronics,Loyal,0.55,55+
C00442,2024-09-22,North East,Email,Tablet,Electronics,New,0.38,25-34
C00443,2024-01-29,North East,Paid Search,Mobile,Sports,New,0.38,18-24
C00444,2023-04-06,Scotland,Organic Search,Mobile,Home & Garden,Hibernating,0.12,45-54
C00445,2023-09-20,London,Paid Search,Desktop,Sports,Lost,0.05,25-34
C00446,2022-10-21,London,Direct,Mobile,Electronics,At Risk,0.28,25-34
C00447,2024-10-31,Yorkshire,Organic Search,Mobile,Books,New,0.38,45-54
C00448,2023-10-12,London,Email,Mobile,Home & Garden,Lost,0.05,25-34
C00449,2021-11-27,North West,Direct,Mobile,Sports,Loyal,0.55,35-44
C00450,2023-06-07,South East,Paid Search,Desktop,Electronics,New,0.38,18-24
C00451,2022-07-13,Wales,Social Media,Desktop,Clothing,At Risk,0.28,45-54
C00452,2021-05-08,London,Organic Search,Mobile,Electronics,New,0.38,55+
C00453,2021-08-06,Wales,Organic Search,Mobile,Toys,At Risk,0.28,35-44
C00454,2024-01-11,North West,Paid Search,Mobile,Clothing,New,0.38,25-34
C00455,2024-09-30,Midlands,Email,Desktop,Clothing,New,0.38,35-44
C00456,2021-08-07,Wales,Organic Search,Mobile,Home & Garden,Champions,0.72,35-44
C00457,2022-01-02,South West,Social Media,Mobile,Home & Garden,Hibernating,0.12,35-44
C00458,2024-10-07,South East,Organic Search,Desktop,Sports,Hibernating,0.12,55+
C00459,2024-03-23,Midlands,Organic Search,Tablet,Clothing,At Risk,0.28,45-54
C00460,2023-05-18,South West,Paid Search,Mobile,Home & Garden,New,0.38,25-34
C00461,2024-04-02,South East,Social Media,Desktop,Beauty,Lost,0.05,25-34
C00462,2024-04-04,London,Paid Search,Mobile,Beauty,Loyal,0.55,55+
C00463,2022-01-02,North West,Social Media,Mobile,Home & Garden,Loyal,0.55,35-44
C00464,2022-01-12,South West,Organic Search,Desktop,Sports,New,0.38,18-24
C00465,2023-12-07,North West,Organic Search,Mobile,Books,Champions,0.72,25-34
C00466,2023-08-04,Midlands,Email,Mobile,Books,New,0.38,45-54
C00467,2022-10-01,Wales,Email,Mobile,Home & Garden,New,0.38,45-54
C00468,2022-08-26,London,Paid Search,Tablet,Home & Garden,Hibernating,0.12,35-44
C00469,2024-10-24,Scotland,Direct,Mobile,Beauty,Lost,0.05,25-34
C00470,2021-12-29,Scotland,Paid Search,Mobile,Clothing,New,0.38,45-54
C00471,2021-03-04,Yorkshire,Organic Search,Mobile,Home & Garden,Loyal,0.55,18-24
C00472,2023-04-02,South East,Organic Search,Desktop,Clothing,Champions,0.72,25-34
C00473,2023-11-28,Yorkshire,Social Media,Tablet,Beauty,Loyal,0.55,45-54
C00474,2021-10-30,London,Organic Search,Mobile,Clothing,New,0.38,35-44
C00475,2021-10-04,London,Direct,Desktop,Clothing,New,0.38,45-54
C00476,2024-11-13,North West,Paid Search,Tablet,Sports,At Risk,0.28,18-24
C00477,2021-05-17,Scotland,Paid Search,Mobile,Beauty,Champions,0.72,55+
C00478,2021-03-17,North East,Paid Search,Desktop,Clothing,Lost,0.05,35-44
C00479,2022-10-15,North West,Paid Search,Mobile,Beauty,New,0.38,45-54
C00480,2022-04-30,Yorkshire,Organic Search,Mobile,Clothing,New,0.38,25-34
C00481,2023-07-27,London,Email,Desktop,Clothing,Lost,0.05,25-34
C00482,2023-11-01,London,Paid Search,Mobile,Clothing,Loyal,0.55,55+
C00483,2021-12-29,North West,Paid Search,Mobile,Beauty,Hibernating,0.12,45-54
C00484,2022-03-25,North West,Email,Mobile,Clothing,Loyal,0.55,55+
C00485,2022-07-14,London,Paid Search,Mobile,Beauty,Hibernating,0.12,25-34
C00486,2024-09-10,South West,Social Media,Tablet,Beauty,New,0.38,35-44
C00487,2021-06-20,Yorkshire,Email,Desktop,Beauty,Champions,0.72,25-34
C00488,2021-01-25,South West,Social Media,Mobile,Sports,New,0.38,25-34
C00489,2024-10-19,Scotland,Paid Search,Mobile,Sports,At Risk,0.28,55+
C00490,2023-06-18,North West,Email,Mobile,Electronics,Champions,0.72,25-34
C00491,2022-06-18,South East,Social Media,Desktop,Home & Garden,At Risk,0.28,55+
C00492,2021-03-23,Scotland,Paid Search,Tablet,Home & Garden,At Risk,0.28,25-34
C00493,2021-01-03,North West,Organic Search,Mobile,Electronics,At Risk,0.28,45-54
C00494,2024-02-20,Wales,Paid Search,Desktop,Sports,At Risk,0.28,25-34
C00495,2022-11-02,North East,Email,Mobile,Beauty,New,0.38,35-44
C00496,2024-10-23,Scotland,Paid Search,Mobile,Home & Garden,New,0.38,35-44
C00497,2022-07-25,South East,Direct,Desktop,Books,Loyal,0.55,45-54
C00498,2023-06-18,North East,Direct,Mobile,Beauty,At Risk,0.28,25-34
C00499,2024-07-16,North West,Email,Mobile,Home & Garden,New,0.38,45-54
C00500,2023-01-04,Yorkshire,Organic Search,Mobile,Beauty,Lost,0.05,25-34
C00501,2023-05-08,Wales,Paid Search,Mobile,Home & Garden,At Risk,0.28,35-44
C00502,2024-05-30,Yorkshire,Social Media,Mobile,Clothing,Loyal,0.55,35-44
C00503,2023-06-22,South West,Social Media,Desktop,Beauty,Loyal,0.55,25-34
C00504,2024-09-25,North East,Organic Search,Mobile,Electronics,New,0.38,25-34
C00505,2023-06-12,South East,Email,Mobile,Home & Garden,Lost,0.05,25-34
C00506,2021-02-25,Yorkshire,Social Media,Mobile,Home & Garden,Loyal,0.55,18-24
C00507,2024-07-11,Midlands,Organic Search,Mobile,Toys,Loyal,0.55,25-34
C00508,2023-03-10,South West,Organic Search,Mobile,Home & Garden,New,0.38,25-34
C00509,2023-02-20,London,Paid Search,Desktop,Home & Garden,Loyal,0.55,25-34
C00510,2024-08-20,London,Organic Search,Desktop,Beauty,At Risk,0.28,25-34
C00511,2021-07-26,London,Direct,Mobile,Electronics,Hibernating,0.12,25-34
C00512,2021-03-09,North East,Paid Search,Desktop,Electronics,Lost,0.05,25-34
C00513,2021-07-30,North West,Paid Search,Desktop,Home & Garden,Lost,0.05,35-44
C00514,2023-02-19,Scotland,Paid Search,Tablet,Home & Garden,Hibernating,0.12,55+
C00515,2021-07-08,South West,Paid Search,Tablet,Clothing,New,0.38,35-44
C00516,2022-07-25,South West,Organic Search,Mobile,Home & Garden,New,0.38,35-44
C00517,2022-09-08,Yorkshire,Email,Desktop,Clothing,New,0.38,18-24
C00518,2024-02-10,London,Paid Search,Mobile,Beauty,Champions,0.72,55+
C00519,2024-03-25,North West,Organic Search,Mobile,Clothing,Hibernating,0.12,55+
C00520,2023-05-26,London,Organic Search,Mobile,Clothing,At Risk,0.28,35-44
C00521,2022-09-20,South West,Email,Mobile,Toys,Loyal,0.55,35-44
C00522,2021-06-04,South East,Social Media,Tablet,Clothing,New,0.38,55+
C00523,2024-05-31,Yorkshire,Social Media,Mobile,Electronics,Lost,0.05,18-24
C00524,2024-07-15,Scotland,Direct,Mobile,Electronics,New,0.38,18-24
C00525,2021-12-30,Yorkshire,Organic Search,Tablet,Clothing,Loyal,0.55,25-34
C00526,2024-01-13,North East,Referral,Mobile,Clothing,Lost,0.05,45-54
C00527,2021-04-20,South East,Organic Search,Desktop,Electronics,New,0.38,25-34
C00528,2023-11-03,South East,Social Media,Mobile,Electronics,Champions,0.72,45-54
C00529,2024-10-31,Yorkshire,Paid Search,Mobile,Sports,Champions,0.72,18-24
C00530,2022-05-01,South East,Paid Search,Mobile,Clothing,New,0.38,45-54
C00531,2023-12-25,South East,Social Media,Mobile,Electronics,At Risk,0.28,35-44
C00532,2024-01-18,South West,Social Media,Desktop,Electronics,Hibernating,0.12,35-44
C00533,2022-11-10,North East,Direct,Mobile,Home & Garden,Hibernating,0.12,35-44
C00534,2021-07-20,Yorkshire,Social Media,Mobile,Sports,Hibernating,0.12,25-34
C00535,2021-07-06,London,Organic Search,Tablet,Clothing,New,0.38,35-44
C00536,2023-10-14,Scotland,Paid Search,Tablet,Books,Hibernating,0.12,45-54
C00537,2024-04-25,Midlands,Organic Search,Mobile,Clothing,Loyal,0.55,25-34
C00538,2023-01-08,Midlands,Email,Mobile,Electronics,Lost,0.05,45-54
C00539,2023-06-25,London,Email,Desktop,Beauty,At Risk,0.28,25-34
C00540,2024-09-30,South East,Email,Mobile,Home & Garden,Champions,0.72,45-54
C00541,2022-10-01,London,Paid Search,Mobile,Clothing,Hibernating,0.12,35-44
C00542,2024-07-20,South East,Direct,Tablet,Home & Garden,Loyal,0.55,55+
C00543,2024-02-09,Yorkshire,Paid Search,Desktop,Clothing,Lost,0.05,35-44
C00544,2022-12-23,South West,Direct,Mobile,Beauty,Hibernating,0.12,35-44
C00545,2024-04-09,South East,Paid Search,Mobile,Home & Garden,Champions,0.72,55+
C00546,2022-12-15,London,Email,Mobile,Sports,New,0.38,55+
C00547,2024-10-22,London,Paid Search,Mobile,Clothing,Loyal,0.55,45-54
C00548,2023-09-01,South East,Direct,Desktop,Home & Garden,Lost,0.05,25-34
C00549,2023-06-02,London,Social Media,Mobile,Home & Garden,New,0.38,35-44
C00550,2022-01-25,South East,Social Media,Mobile,Clothing,At Risk,0.28,25-34
C00551,2024-10-26,London,Referral,Desktop,Books,At Risk,0.28,25-34
C00552,2021-09-30,South East,Organic Search,Desktop,Home & Garden,New,0.38,35-44
C00553,2024-05-26,North West,Paid Search,Desktop,Home & Garden,Lost,0.05,25-34
C00554,2022-12-01,South East,Paid Search,Mobile,Electronics,Lost,0.05,25-34
C00555,2021-07-29,Midlands,Referral,Tablet,Electronics,Lost,0.05,25-34
C00556,2023-07-12,London,Email,Mobile,Toys,Champions,0.72,25-34
C00557,2023-03-13,London,Organic Search,Desktop,Home & Garden,Loyal,0.55,25-34
C00558,2024-05-19,Scotland,Social Media,Mobile,Clothing,Lost,0.05,25-34
C00559,2024-07-29,Scotland,Paid Search,Desktop,Electronics,New,0.38,25-34
C00560,2022-01-03,South East,Organic Search,Mobile,Electronics,Loyal,0.55,45-54
C00561,2022-03-22,London,Email,Tablet,Clothing,Hibernating,0.12,45-54
C00562,2023-11-15,London,Email,Desktop,Electronics,Loyal,0.55,45-54
C00563,2021-04-01,Scotland,Email,Desktop,Sports,Lost,0.05,25-34
C00564,2021-12-11,London,Organic Search,Desktop,Clothing,Lost,0.05,18-24
C00565,2022-07-03,Wales,Organic Search,Mobile,Home & Garden,Loyal,0.55,45-54
C00566,2023-03-30,Midlands,Organic Search,Mobile,Home & Garden,New,0.38,25-34
C00567,2023-06-12,Wales,Organic Search,Tablet,Electronics,New,0.38,25-34
C00568,2024-06-24,London,Email,Mobile,Toys,Loyal,0.55,35-44
C00569,2023-01-31,North West,Social Media,Desktop,Electronics,Hibernating,0.12,25-34
C00570,2021-01-08,London,Email,Mobile,Sports,Loyal,0.55,25-34
C00571,2022-03-05,South East,Paid Search,Desktop,Sports,New,0.38,25-34
C00572,2022-02-19,Wales,Organic Search,Tablet,Beauty,At Risk,0.28,35-44
C00573,2021-01-26,South East,Organic Search,Desktop,Home & Garden,Lost,0.05,25-34
C00574,2024-06-26,London,Paid Search,Mobile,Home & Garden,New,0.38,55+
C00575,2023-10-01,South West,Organic Search,Desktop,Books,New,0.38,18-24
C00576,2024-09-02,Scotland,Referral,Mobile,Beauty,At Risk,0.28,35-44
C00577,2024-02-26,London,Paid Search,Mobile,Clothing,New,0.38,45-54
C00578,2024-04-28,South East,Paid Search,Desktop,Clothing,Loyal,0.55,25-34
C00579,2021-06-20,South East,Social Media,Mobile,Electronics,Loyal,0.55,25-34
C00580,2024-02-23,North West,Social Media,Mobile,Home & Garden,Hibernating,0.12,25-34
C00581,2022-07-26,Scotland,Email,Mobile,Books,At Risk,0.28,25-34
C00582,2022-09-12,Scotland,Organic Search,Desktop,Electronics,At Risk,0.28,35-44
C00583,2024-05-10,North West,Organic Search,Mobile,Clothing,Hibernating,0.12,55+
C00584,2024-11-12,South East,Organic Search,Desktop,Sports,At Risk,0.28,25-34
C00585,2024-05-01,North East,Organic Search,Tablet,Clothing,At Risk,0.28,35-44
C00586,2022-08-22,North West,Paid Search,Mobile,Clothing,At Risk,0.28,55+
C00587,2023-12-29,Midlands,Paid Search,Mobile,Clothing,At Risk,0.28,25-34
C00588,2023-11-15,North East,Email,Mobile,Sports,New,0.38,18-24
C00589,2024-10-10,London,Organic Search,Mobile,Sports,Hibernating,0.12,55+
C00590,2022-05-18,South East,Organic Search,Mobile,Books,Loyal,0.55,25-34
C00591,2023-02-23,North West,Organic Search,Desktop,Clothing,Hibernating,0.12,45-54
C00592,2022-03-07,South West,Paid Search,Mobile,Clothing,Loyal,0.55,18-24
C00593,2021-10-10,North East,Organic Search,Mobile,Clothing,Hibernating,0.12,18-24
C00594,2021-05-21,Scotland,Organic Search,Mobile,Sports,New,0.38,55+
C00595,2022-12-21,London,Email,Mobile,Clothing,Loyal,0.55,25-34
C00596,2023-12-31,Yorkshire,Paid Search,Mobile,Electronics,Champions,0.72,35-44
C00597,2022-04-06,Scotland,Social Media,Mobile,Clothing,Hibernating,0.12,25-34
C00598,2024-04-02,London,Organic Search,Desktop,Home & Garden,At Risk,0.28,25-34
C00599,2021-02-03,South West,Organic Search,Desktop,Sports,Loyal,0.55,25-34
C00600,2023-10-08,South East,Email,Desktop,Home & Garden,At Risk,0.28,45-54
C00601,2023-07-05,Midlands,Organic Search,Mobile,Toys,New,0.38,18-24
C00602,2022-10-11,Wales,Referral,Desktop,Home & Garden,Loyal,0.55,35-44
C00603,2024-04-27,Wales,Social Media,Mobile,Electronics,New,0.38,35-44
C00604,2021-05-24,London,Paid Search,Mobile,Clothing,New,0.38,18-24
C00605,2024-09-12,Scotland,Organic Search,Desktop,Toys,Champions,0.72,25-34
C00606,2024-04-19,South East,Direct,Mobile,Clothing,New,0.38,55+
C00607,2024-04-09,London,Organic Search,Desktop,Books,Lost,0.05,45-54
C00608,2024-09-01,North West,Organic Search,Mobile,Electronics,Champions,0.72,55+
C00609,2023-04-25,South West,Organic Search,Desktop,Clothing,New,0.38,18-24
C00610,2023-01-24,North East,Paid Search,Mobile,Books,Champions,0.72,25-34
C00611,2022-08-11,Midlands,Social Media,Desktop,Electronics,Champions,0.72,45-54
C00612,2023-07-12,Scotland,Paid Search,Desktop,Home & Garden,New,0.38,25-34
C00613,2023-05-21,London,Organic Search,Desktop,Electronics,Hibernating,0.12,55+
C00614,2021-11-28,Scotland,Referral,Desktop,Beauty,Loyal,0.55,55+
C00615,2022-03-16,South West,Email,Tablet,Electronics,New,0.38,18-24
C00616,2021-05-03,Wales,Paid Search,Mobile,Electronics,Champions,0.72,18-24
C00617,2022-01-31,South West,Email,Mobile,Clothing,At Risk,0.28,18-24
C00618,2022-11-12,Yorkshire,Paid Search,Desktop,Home & Garden,At Risk,0.28,25-34
C00619,2021-07-25,London,Social Media,Mobile,Clothing,Loyal,0.55,18-24
C00620,2023-03-11,Wales,Email,Mobile,Clothing,Lost,0.05,35-44
C00621,2023-04-17,South East,Organic Search,Mobile,Clothing,At Risk,0.28,25-34
C00622,2022-07-20,Midlands,Direct,Tablet,Home & Garden,At Risk,0.28,45-54
C00623,2021-02-27,South East,Paid Search,Desktop,Home & Garden,At Risk,0.28,35-44
C00624,2021-05-11,South West,Organic Search,Mobile,Clothing,New,0.38,45-54
C00625,2021-08-31,North East,Email,Mobile,Clothing,Hibernating,0.12,25-34
C00626,2021-02-21,Scotland,Organic Search,Mobile,Home & Garden,Hibernating,0.12,35-44
C00627,2022-09-19,Midlands,Email,Mobile,Clothing,At Risk,0.28,18-24
C00628,2023-02-19,London,Organic Search,Mobile,Books,At Risk,0.28,35-44
C00629,2024-07-22,South East,Paid Search,Desktop,Sports,New,0.38,45-54
C00630,2021-02-21,North West,Email,Mobile,Clothing,New,0.38,45-54
C00631,2022-10-14,Scotland,Organic Search,Mobile,Clothing,At Risk,0.28,45-54
C00632,2021-04-28,Wales,Email,Tablet,Home & Garden,At Risk,0.28,25-34
C00633,2024-10-03,South East,Organic Search,Desktop,Toys,Lost,0.05,25-34
C00634,2023-12-14,London,Organic Search,Mobile,Electronics,At Risk,0.28,18-24
C00635,2022-05-15,London,Direct,Mobile,Electronics,At Risk,0.28,35-44
C00636,2022-07-30,North West,Paid Search,Mobile,Beauty,At Risk,0.28,18-24
C00637,2023-10-06,Yorkshire,Email,Desktop,Electronics,Loyal,0.55,25-34
C00638,2022-05-28,South West,Organic Search,Desktop,Beauty,Loyal,0.55,25-34
C00639,2021-03-12,Scotland,Email,Mobile,Sports,Hibernating,0.12,35-44
C00640,2024-07-30,London,Organic Search,Desktop,Home & Garden,Hibernating,0.12,45-54
C00641,2023-11-21,London,Direct,Desktop,Home & Garden,Hibernating,0.12,45-54
C00642,2024-07-25,Midlands,Social Media,Desktop,Clothing,At Risk,0.28,55+
C00643,2021-09-14,Wales,Paid Search,Mobile,Home & Garden,At Risk,0.28,45-54
C00644,2021-01-19,Midlands,Direct,Desktop,Electronics,Hibernating,0.12,45-54
C00645,2023-05-12,Wales,Organic Search,Desktop,Electronics,Champions,0.72,18-24
C00646,2021-09-28,London,Organic Search,Mobile,Clothing,Hibernating,0.12,35-44
C00647,2022-02-26,Yorkshire,Organic Search,Desktop,Sports,Loyal,0.55,35-44
C00648,2023-05-31,London,Organic Search,Tablet,Electronics,Hibernating,0.12,25-34
C00649,2024-01-14,Wales,Email,Desktop,Clothing,At Risk,0.28,35-44
C00650,2021-09-22,Scotland,Social Media,Desktop,Electronics,Champions,0.72,45-54
C00651,2024-06-28,London,Paid Search,Mobile,Clothing,New,0.38,25-34
C00652,2023-09-02,North West,Direct,Tablet,Sports,Hibernating,0.12,25-34
C00653,2021-05-02,Yorkshire,Organic Search,Mobile,Home & Garden,Loyal,0.55,35-44
C00654,2021-01-09,Wales,Organic Search,Mobile,Clothing,Hibernating,0.12,25-34
C00655,2021-04-23,London,Direct,Desktop,Electronics,New,0.38,18-24
C00656,2021-01-12,Scotland,Social Media,Desktop,Clothing,Lost,0.05,18-24
C00657,2021-05-14,Wales,Organic Search,Mobile,Home & Garden,New,0.38,18-24
C00658,2024-09-04,South West,Paid Search,Mobile,Electronics,New,0.38,18-24
C00659,2022-04-26,Wales,Organic Search,Tablet,Home & Garden,Champions,0.72,55+
C00660,2022-08-29,London,Organic Search,Desktop,Clothing,Hibernating,0.12,35-44
C00661,2023-03-24,Wales,Organic Search,Mobile,Electronics,At Risk,0.28,45-54
C00662,2021-02-04,South West,Referral,Desktop,Electronics,At Risk,0.28,35-44
