order_id,customer_id,order_date,year,month,quarter,category,quantity,unit_price,discount_pct,revenue,channel,device,region,is_repeat,order_month,first_order
O0001275,C00473,2024-03-07,2024,3,Q1,Books,1,22.16,0.0,22.16,Social Media,Tablet,Yorkshire,0,2024-03,2024-03-07
O0001276,C00473,2024-03-11,2024,3,Q1,Electronics,3,200.53,0.0,601.6,Social Media,Tablet,Yorkshire,1,2024-03,2024-03-11
O0001277,C00473,2024-04-16,2024,4,Q2,Beauty,3,43.31,0.0,129.93,Social Media,Tablet,Yorkshire,1,2024-04,2024-04-16
O0001278,C00473,2024-06-03,2024,6,Q2,Home & Garden,1,63.71,0.0,63.71,Social Media,Tablet,Yorkshire,1,2024-06,2024-06-03
O0001279,C00473,2024-08-05,2024,8,Q3,Beauty,2,20.46,0.16,34.37,Social Media,Tablet,Yorkshire,1,2024-08,2024-08-05
O0001280,C00473,2024-09-03,2024,9,Q3,Sports,3,11.41,0.05,32.51,Social Media,Tablet,Yorkshire,1,2024-09,2024-09-03
O0001281,C00473,2024-09-04,2024,9,Q3,Beauty,1,27.76,0.0,27.76,Social Media,Tablet,Yorkshire,1,2024-09,2024-09-04
O0001282,C00473,2024-11-05,2024,11,Q4,Beauty,4,38.32,0.15,130.27,Social Media,Tablet,Yorkshire,1,2024-11,2024-11-05
O0001283,C00473,2024-12-21,2024,12,Q4,Books,3,30.5,0.0,91.49,Social Media,Tablet,Yorkshire,1,2024-12,2024-12-21
O0001284,C00474,2022-12-25,2022,12,Q4,Clothing,3,92.69,0.0,278.08,Organic Search,Mobile,London,0,2022-12,2022-12-25
O0001285,C00474,2023-08-03,2023,8,Q3,Clothing,3,59.62,0.0,178.86,Organic Search,Mobile,London,1,2023-08,2023-08-03
O0001286,C00474,2023-09-23,2023,9,Q3,Clothing,2,48.27,0.2,77.24,Organic Search,Mobile,London,1,2023-09,2023-09-23
O0001287,C00475,2022-01-05,2022,1,Q1,Electronics,4,104.39,0.19,338.23,Direct,Desktop,London,0,2022-01,2022-01-05
O0001288,C00475,2022-02-20,2022,2,Q1,Clothing,4,36.89,0.05,140.2,Direct,Desktop,London,1,2022-02,2022-02-20
O0001289,C00475,2022-03-19,2022,3,Q1,Clothing,1,64.08,0.0,64.08,Direct,Desktop,London,1,2022-03,2022-03-19
O0001290,C00476,2024-11-13,2024,11,Q4,Sports,4,51.87,0.0,207.47,Paid Search,Tablet,North West,0,2024-11,2024-11-13
O0001291,C00476,2024-11-24,2024,11,Q4,Sports,2,73.06,0.0,146.13,Paid Search,Tablet,North West,1,2024-11,2024-11-24
O0001292,C00476,2024-11-25,2024,11,Q4,Electronics,3,155.59,0.13,406.09,Paid Search,Tablet,North West,1,2024-11,2024-11-25
O0001293,C00477,2021-09-10,2021,9,Q3,Beauty,1,36.84,0.0,36.84,Paid Search,Mobile,Scotland,0,2021-09,2021-09-10
O0001294,C00477,2022-06-19,2022,6,Q2,Beauty,3,27.1,0.0,81.31,Paid Search,Mobile,Scotland,1,2022-06,2022-06-19
O0001295,C00477,2023-01-03,2023,1,Q1,Electronics,1,86.53,0.0,86.53,Paid Search,Mobile,Scotland,1,2023-01,2023-01-03
O0001296,C00477,2023-04-04,2023,4,Q2,Beauty,3,21.13,0.0,63.39,Paid Search,Mobile,Scotland,1,2023-04,2023-04-04
O0001297,C00477,2023-07-13,2023,7,Q3,Beauty,4,29.1,0.21,91.96,Paid Search,Mobile,Scotland,1,2023-07,2023-07-13
O0001298,C00477,2023-11-22,2023,11,Q4,Beauty,2,71.7,0.2,114.73,Paid Search,Mobile,Scotland,1,2023-11,2023-11-22
O0001299,C00477,2024-04-09,2024,4,Q2,Beauty,3,37.18,0.0,111.55,Paid Search,Mobile,Scotland,1,2024-04,2024-04-09
O0001300,C00477,2024-06-30,2024,6,Q2,Beauty,3,32.55,0.0,97.64,Paid Search,Mobile,Scotland,1,2024-06,2024-06-30
O0001301,C00479,2023-03-06,2023,3,Q1,Clothing,1,38.08,0.0,38.08,Paid Search,Mobile,North West,0,2023-03,2023-03-06
O0001302,C00479,2023-04-03,2023,4,Q2,Beauty,2,34.7,0.0,69.41,Paid Search,Mobile,North West,1,2023-04,2023-04-03
O0001303,C00480,2024-01-15,2024,1,Q1,Clothing,1,47.24,0.0,47.24,Organic Search,Mobile,Yorkshire,0,2024-01,2024-01-15
O0001304,C00480,2024-02-18,2024,2,Q1,Clothing,4,60.99,0.0,243.96,Organic Search,Mobile,Yorkshire,1,2024-02,2024-02-18
O0001305,C00480,2024-04-16,2024,4,Q2,Clothing,2,75.79,0.0,151.58,Organic Search,Mobile,Yorkshire,1,2024-04,2024-04-16
O0001306,C00481,2024-10-04,2024,10,Q4,Clothing,3,92.1,0.0,276.3,Email,Desktop,London,0,2024-10,2024-10-04
O0001307,C00482,2024-02-05,2024,2,Q1,Toys,2,34.93,0.0,69.85,Paid Search,Mobile,London,0,2024-02,2024-02-05
O0001308,C00482,2024-02-27,2024,2,Q1,Clothing,4,54.0,0.05,205.19,Paid Search,Mobile,London,1,2024-02,2024-02-27
O0001309,C00482,2024-06-03,2024,6,Q2,Clothing,3,92.17,0.0,276.52,Paid Search,Mobile,London,1,2024-06,2024-06-03
O0001310,C00482,2024-10-30,2024,10,Q4,Electronics,1,216.9,0.0,216.9,Paid Search,Mobile,London,1,2024-10,2024-10-30
O0001311,C00483,2022-01-25,2022,1,Q1,Beauty,2,52.98,0.0,105.96,Paid Search,Mobile,North West,0,2022-01,2022-01-25
O0001312,C00483,2022-12-14,2022,12,Q4,Beauty,3,54.0,0.0,162.0,Paid Search,Mobile,North West,1,2022-12,2022-12-14
O0001313,C00485,2022-09-17,2022,9,Q3,Electronics,1,161.0,0.0,161.0,Paid Search,Mobile,London,0,2022-09,2022-09-17
O0001314,C00486,2024-09-30,2024,9,Q3,Electronics,3,136.3,0.19,331.22,Social Media,Tablet,South West,0,2024-09,2024-09-30
O0001315,C00486,2024-10-04,2024,10,Q4,Beauty,3,56.03,0.0,168.08,Social Media,Tablet,South West,1,2024-10,2024-10-04
O0001316,C00486,2024-11-28,2024,11,Q4,Beauty,3,50.55,0.0,151.66,Social Media,Tablet,South West,1,2024-11,2024-11-28
O0001317,C00487,2021-10-16,2021,10,Q4,Clothing,4,77.7,0.22,242.44,Email,Desktop,Yorkshire,0,2021-10,2021-10-16
O0001318,C00487,2022-12-02,2022,12,Q4,Beauty,4,65.82,0.0,263.28,Email,Desktop,Yorkshire,1,2022-12,2022-12-02
O0001319,C00487,2023-03-18,2023,3,Q1,Beauty,2,21.27,0.07,39.56,Email,Desktop,Yorkshire,1,2023-03,2023-03-18
O0001320,C00487,2023-12-02,2023,12,Q4,Electronics,1,200.84,0.0,200.84,Email,Desktop,Yorkshire,1,2023-12,2023-12-02
O0001321,C00487,2023-12-15,2023,12,Q4,Beauty,1,48.56,0.0,48.56,Email,Desktop,Yorkshire,1,2023-12,2023-12-15
O0001322,C00487,2024-01-01,2024,1,Q1,Beauty,3,27.46,0.0,82.39,Email,Desktop,Yorkshire,1,2024-01,2024-01-01
O0001323,C00487,2024-01-05,2024,1,Q1,Beauty,4,38.51,0.0,154.04,Email,Desktop,Yorkshire,1,2024-01,2024-01-05
O0001324,C00487,2024-01-19,2024,1,Q1,Beauty,1,33.66,0.0,33.66,Email,Desktop,Yorkshire,1,2024-01,2024-01-19
O0001325,C00487,2024-12-21,2024,12,Q4,Beauty,3,50.51,0.0,151.52,Email,Desktop,Yorkshire,1,2024-12,2024-12-21
O0001326,C00488,2022-08-20,2022,8,Q3,Sports,1,45.94,0.12,40.43,Social Media,Mobile,South West,0,2022-08,2022-08-20
O0001327,C00488,2023-06-02,2023,6,Q2,Toys,2,27.26,0.0,54.51,Social Media,Mobile,South West,1,2023-06,2023-06-02
O0001328,C00488,2023-10-06,2023,10,Q4,Sports,1,32.2,0.0,32.2,Social Media,Mobile,South West,1,2023-10,2023-10-06
O0001329,C00488,2023-10-14,2023,10,Q4,Sports,3,23.56,0.0,70.68,Social Media,Mobile,South West,1,2023-10,2023-10-14
O0001330,C00490,2023-06-25,2023,6,Q2,Electronics,4,186.84,0.0,747.34,Email,Mobile,North West,0,2023-06,2023-06-25
O0001331,C00490,2024-01-07,2024,1,Q1,Sports,2,47.36,0.0,94.71,Email,Mobile,North West,1,2024-01,2024-01-07
O0001332,C00490,2024-01-27,2024,1,Q1,Electronics,1,116.55,0.0,116.55,Email,Mobile,North West,1,2024-01,2024-01-27
O0001333,C00490,2024-10-01,2024,10,Q4,Clothing,3,18.22,0.24,41.54,Email,Mobile,North West,1,2024-10,2024-10-01
O0001334,C00491,2022-08-06,2022,8,Q3,Home & Garden,2,70.59,0.0,141.18,Social Media,Desktop,South East,0,2022-08,2022-08-06
O0001335,C00492,2021-07-11,2021,7,Q3,Home & Garden,3,53.12,0.0,159.36,Paid Search,Tablet,Scotland,0,2021-07,2021-07-11
O0001336,C00493,2021-12-06,2021,12,Q4,Electronics,4,203.35,0.0,813.41,Organic Search,Mobile,North West,0,2021-12,2021-12-06
O0001337,C00493,2022-10-09,2022,10,Q4,Electronics,2,77.59,0.0,155.18,Organic Search,Mobile,North West,1,2022-10,2022-10-09
O0001338,C00494,2024-06-01,2024,6,Q2,Sports,1,57.94,0.07,53.89,Paid Search,Desktop,Wales,0,2024-06,2024-06-01
O0001339,C00494,2024-06-15,2024,6,Q2,Sports,3,55.61,0.12,146.82,Paid Search,Desktop,Wales,1,2024-06,2024-06-15
O0001340,C00494,2024-09-07,2024,9,Q3,Sports,1,65.44,0.0,65.44,Paid Search,Desktop,Wales,1,2024-09,2024-09-07
O0001341,C00495,2022-11-23,2022,11,Q4,Beauty,4,57.68,0.23,177.65,Email,Mobile,North East,0,2022-11,2022-11-23
O0001342,C00495,2023-04-30,2023,4,Q2,Beauty,4,39.05,0.0,156.21,Email,Mobile,North East,1,2023-04,2023-04-30
O0001343,C00495,2024-04-11,2024,4,Q2,Beauty,3,28.55,0.0,85.64,Email,Mobile,North East,1,2024-04,2024-04-11
O0001344,C00495,2024-04-22,2024,4,Q2,Beauty,1,27.47,0.1,24.72,Email,Mobile,North East,1,2024-04,2024-04-22
O0001345,C00496,2024-11-28,2024,11,Q4,Home & Garden,2,116.17,0.0,232.34,Paid Search,Mobile,Scotland,0,2024-11,2024-11-28
O0001346,C00496,2024-12-21,2024,12,Q4,Home & Garden,1,144.03,0.0,144.03,Paid Search,Mobile,Scotland,1,2024-12,2024-12-21
O0001347,C00497,2023-03-24,2023,3,Q1,Books,1,23.49,0.19,19.03,Direct,Desktop,South East,0,2023-03,2023-03-24
O0001348,C00497,2024-05-17,2024,5,Q2,Books,1,14.81,0.0,14.81,Direct,Desktop,South East,1,2024-05,2024-05-17
O0001349,C00497,2024-09-05,2024,9,Q3,Clothing,2,54.69,0.1,98.44,Direct,Desktop,South East,1,2024-09,2024-09-05
O0001350,C00498,2024-03-13,2024,3,Q1,Clothing,4,71.01,0.0,284.02,Direct,Mobile,North East,0,2024-03,2024-03-13
O0001351,C00499,2024-09-11,2024,9,Q3,Beauty,1,61.39,0.23,47.27,Email,Mobile,North West,0,2024-09,2024-09-11
O0001352,C00499,2024-09-26,2024,9,Q3,Home & Garden,1,67.21,0.0,67.21,Email,Mobile,North West,1,2024-09,2024-09-26
O0001353,C00499,2024-11-02,2024,11,Q4,Home & Garden,2,106.29,0.0,212.57,Email,Mobile,North West,1,2024-11,2024-11-02
O0001354,C00499,2024-11-18,2024,11,Q4,Home & Garden,2,84.27,0.0,168.54,Email,Mobile,North West,1,2024-11,2024-11-18
O0001355,C00500,2023-02-02,2023,2,Q1,Clothing,3,58.0,0.23,133.97,Organic Search,Mobile,Yorkshire,0,2023-02,2023-02-02
O0001356,C00500,2024-10-30,2024,10,Q4,Beauty,4,43.81,0.0,175.23,Organic Search,Mobile,Yorkshire,1,2024-10,2024-10-30
O0001357,C00501,2023-09-13,2023,9,Q3,Home & Garden,3,25.42,0.21,60.24,Paid Search,Mobile,Wales,0,2023-09,2023-09-13
O0001358,C00501,2024-01-30,2024,1,Q1,Home & Garden,2,98.02,0.0,196.03,Paid Search,Mobile,Wales,1,2024-01,2024-01-30
O0001359,C00502,2024-06-09,2024,6,Q2,Clothing,1,78.41,0.0,78.41,Social Media,Mobile,Yorkshire,0,2024-06,2024-06-09
O0001360,C00502,2024-06-17,2024,6,Q2,Clothing,3,85.28,0.09,232.81,Social Media,Mobile,Yorkshire,1,2024-06,2024-06-17
O0001361,C00502,2024-06-24,2024,6,Q2,Clothing,3,35.35,0.24,80.59,Social Media,Mobile,Yorkshire,1,2024-06,2024-06-24
O0001362,C00502,2024-07-25,2024,7,Q3,Clothing,1,69.51,0.0,69.51,Social Media,Mobile,Yorkshire,1,2024-07,2024-07-25
O0001363,C00502,2024-11-21,2024,11,Q4,Clothing,3,85.5,0.18,210.34,Social Media,Mobile,Yorkshire,1,2024-11,2024-11-21
O0001364,C00503,2023-07-28,2023,7,Q3,Beauty,3,39.55,0.23,91.37,Social Media,Desktop,South West,0,2023-07,2023-07-28
O0001365,C00503,2023-09-22,2023,9,Q3,Clothing,2,84.91,0.1,152.84,Social Media,Desktop,South West,1,2023-09,2023-09-22
O0001366,C00503,2023-11-02,2023,11,Q4,Beauty,3,46.07,0.0,138.2,Social Media,Desktop,South West,1,2023-11,2023-11-02
O0001367,C00503,2024-11-10,2024,11,Q4,Electronics,3,158.04,0.0,474.11,Social Media,Desktop,South West,1,2024-11,2024-11-10
O0001368,C00503,2024-12-20,2024,12,Q4,Clothing,3,53.67,0.0,161.02,Social Media,Desktop,South West,1,2024-12,2024-12-20
O0001369,C00504,2024-12-07,2024,12,Q4,Books,2,30.86,0.0,61.72,Organic Search,Mobile,North East,0,2024-12,2024-12-07
O0001370,C00504,2024-12-10,2024,12,Q4,Electronics,2,237.78,0.15,404.22,Organic Search,Mobile,North East,1,2024-12,2024-12-10
O0001371,C00505,2024-03-09,2024,3,Q1,Home & Garden,1,12.8,0.0,12.8,Email,Mobile,South East,0,2024-03,2024-03-09
O0001372,C00505,2024-08-22,2024,8,Q3,Home & Garden,4,10.29,0.06,38.69,Email,Mobile,South East,1,2024-08,2024-08-22
O0001373,C00506,2021-04-12,2021,4,Q2,Sports,2,47.14,0.23,72.6,Social Media,Mobile,Yorkshire,0,2021-04,2021-04-12
O0001374,C00506,2022-01-29,2022,1,Q1,Home & Garden,3,81.86,0.0,245.58,Social Media,Mobile,Yorkshire,1,2022-01,2022-01-29
O0001375,C00506,2023-05-25,2023,5,Q2,Home & Garden,3,101.3,0.0,303.91,Social Media,Mobile,Yorkshire,1,2023-05,2023-05-25
O0001376,C00506,2023-10-27,2023,10,Q4,Clothing,3,64.6,0.05,184.1,Social Media,Mobile,Yorkshire,1,2023-10,2023-10-27
O0001377,C00506,2024-02-10,2024,2,Q1,Home & Garden,1,37.46,0.0,37.46,Social Media,Mobile,Yorkshire,1,2024-02,2024-02-10
O0001378,C00507,2024-07-16,2024,7,Q3,Toys,3,29.05,0.0,87.15,Organic Search,Mobile,Midlands,0,2024-07,2024-07-16
O0001379,C00507,2024-07-28,2024,7,Q3,Toys,3,37.95,0.11,101.34,Organic Search,Mobile,Midlands,1,2024-07,2024-07-28
O0001380,C00507,2024-11-22,2024,11,Q4,Home & Garden,1,169.49,0.15,144.07,Organic Search,Mobile,Midlands,1,2024-11,2024-11-22
O0001381,C00507,2024-12-29,2024,12,Q4,Toys,2,32.81,0.09,59.71,Organic Search,Mobile,Midlands,1,2024-12,2024-12-29
O0001382,C00508,2023-08-04,2023,8,Q3,Home & Garden,2,70.12,0.0,140.24,Organic Search,Mobile,South West,0,2023-08,2023-08-04
O0001383,C00508,2024-01-09,2024,1,Q1,Home & Garden,4,81.01,0.14,278.68,Organic Search,Mobile,South West,1,2024-01,2024-01-09
O0001384,C00508,2024-11-23,2024,11,Q4,Home & Garden,1,85.46,0.0,85.46,Organic Search,Mobile,South West,1,2024-11,2024-11-23
O0001385,C00509,2023-03-31,2023,3,Q1,Home & Garden,2,39.18,0.0,78.35,Paid Search,Desktop,London,0,2023-03,2023-03-31
O0001386,C00509,2023-05-03,2023,5,Q2,Home & Garden,4,98.89,0.0,395.55,Paid Search,Desktop,London,1,2023-05,2023-05-03
O0001387,C00509,2023-05-26,2023,5,Q2,Toys,2,31.71,0.0,63.41,Paid Search,Desktop,London,1,2023-05,2023-05-26
O0001388,C00509,2023-06-18,2023,6,Q2,Clothing,1,82.39,0.0,82.39,Paid Search,Desktop,London,1,2023-06,2023-06-18
O0001389,C00509,2023-09-11,2023,9,Q3,Home & Garden,3,96.2,0.0,288.61,Paid Search,Desktop,London,1,2023-09,2023-09-11
O0001390,C00509,2024-08-24,2024,8,Q3,Beauty,2,47.46,0.23,73.09,Paid Search,Desktop,London,1,2024-08,2024-08-24
O0001391,C00509,2024-11-19,2024,11,Q4,Home & Garden,3,125.21,0.0,375.62,Paid Search,Desktop,London,1,2024-11,2024-11-19
O0001392,C00510,2024-08-28,2024,8,Q3,Beauty,1,22.19,0.08,20.41,Organic Search,Desktop,London,0,2024-08,2024-08-28
O0001393,C00510,2024-09-04,2024,9,Q3,Beauty,4,34.85,0.19,112.91,Organic Search,Desktop,London,1,2024-09,2024-09-04
O0001394,C00510,2024-09-25,2024,9,Q3,Beauty,4,50.09,0.0,200.37,Organic Search,Desktop,London,1,2024-09,2024-09-25
O0001395,C00510,2024-10-03,2024,10,Q4,Beauty,3,36.33,0.05,103.54,Organic Search,Desktop,London,1,2024-10,2024-10-03
O0001396,C00510,2024-10-22,2024,10,Q4,Beauty,2,33.72,0.0,67.43,Organic Search,Desktop,London,1,2024-10,2024-10-22
O0001397,C00511,2021-08-24,2021,8,Q3,Electronics,3,131.2,0.18,322.75,Direct,Mobile,London,0,2021-08,2021-08-24
O0001398,C00511,2024-02-08,2024,2,Q1,Clothing,3,52.97,0.0,158.92,Direct,Mobile,London,1,2024-02,2024-02-08
O0001399,C00512,2021-11-07,2021,11,Q4,Electronics,3,146.77,0.0,440.32,Paid Search,Desktop,North East,0,2021-11,2021-11-07
O0001400,C00512,2023-12-04,2023,12,Q4,Electronics,1,294.67,0.0,294.67,Paid Search,Desktop,North East,1,2023-12,2023-12-04
O0001401,C00513,2024-01-13,2024,1,Q1,Home & Garden,4,22.89,0.0,91.55,Paid Search,Desktop,North West,0,2024-01,2024-01-13
O0001402,C00514,2023-03-27,2023,3,Q1,Clothing,4,61.37,0.0,245.47,Paid Search,Tablet,Scotland,0,2023-03,2023-03-27
O0001403,C00514,2023-12-25,2023,12,Q4,Home & Garden,4,131.65,0.0,526.59,Paid Search,Tablet,Scotland,1,2023-12,2023-12-25
O0001404,C00515,2021-10-26,2021,10,Q4,Clothing,1,89.31,0.0,89.31,Paid Search,Tablet,South West,0,2021-10,2021-10-26
O0001405,C00515,2023-02-06,2023,2,Q1,Clothing,4,16.96,0.1,61.06,Paid Search,Tablet,South West,1,2023-02,2023-02-06
O0001406,C00515,2023-04-08,2023,4,Q2,Clothing,2,48.76,0.0,97.52,Paid Search,Tablet,South West,1,2023-04,2023-04-08
O0001407,C00516,2022-09-27,2022,9,Q3,Sports,4,63.68,0.0,254.71,Organic Search,Mobile,South West,0,2022-09,2022-09-27
O0001408,C00516,2024-05-18,2024,5,Q2,Home & Garden,4,109.03,0.0,436.11,Organic Search,Mobile,South West,1,2024-05,2024-05-18
O0001409,C00516,2024-12-28,2024,12,Q4,Home & Garden,3,121.32,0.0,363.97,Organic Search,Mobile,South West,1,2024-12,2024-12-28
O0001410,C00517,2023-02-01,2023,2,Q1,Clothing,4,21.38,0.0,85.53,Email,Desktop,Yorkshire,0,2023-02,2023-02-01
O0001411,C00517,2023-08-17,2023,8,Q3,Clothing,4,32.73,0.0,130.9,Email,Desktop,Yorkshire,1,2023-08,2023-08-17
O0001412,C00517,2024-08-15,2024,8,Q3,Clothing,3,62.51,0.16,157.53,Email,Desktop,Yorkshire,1,2024-08,2024-08-15
O0001413,C00517,2024-09-08,2024,9,Q3,Clothing,3,72.57,0.01,215.52,Email,Desktop,Yorkshire,1,2024-09,2024-09-08
O0001414,C00517,2024-12-01,2024,12,Q4,Clothing,4,76.5,0.0,306.01,Email,Desktop,Yorkshire,1,2024-12,2024-12-01
O0001415,C00518,2024-04-13,2024,4,Q2,Beauty,3,40.57,0.0,121.72,Paid Search,Mobile,London,0,2024-04,2024-04-13
O0001416,C00518,2024-06-05,2024,6,Q2,Beauty,4,40.6,0.0,162.39,Paid Search,Mobile,London,1,2024-06,2024-06-05
O0001417,C00518,2024-07-21,2024,7,Q3,Beauty,3,12.36,0.0,37.09,Paid Search,Mobile,London,1,2024-07,2024-07-21
O0001418,C00518,2024-09-04,2024,9,Q3,Beauty,2,51.08,0.0,102.15,Paid Search,Mobile,London,1,2024-09,2024-09-04
O0001419,C00518,2024-09-08,2024,9,Q3,Sports,3,57.09,0.0,171.27,Paid Search,Mobile,London,1,2024-09,2024-09-08
O0001420,C00518,2024-09-22,2024,9,Q3,Beauty,2,31.74,0.0,63.49,Paid Search,Mobile,London,1,2024-09,2024-09-22
O0001421,C00518,2024-10-06,2024,10,Q4,Beauty,1,38.78,0.0,38.78,Paid Search,Mobile,London,1,2024-10,2024-10-06
O0001422,C00518,2024-10-11,2024,10,Q4,Clothing,3,42.18,0.0,126.53,Paid Search,Mobile,London,1,2024-10,2024-10-11
O0001423,C00518,2024-10-25,2024,10,Q4,Clothing,1,62.05,0.09,56.46,Paid Search,Mobile,London,1,2024-10,2024-10-25
O0001424,C00519,2024-11-11,2024,11,Q4,Clothing,4,96.37,0.0,385.49,Organic Search,Mobile,North West,0,2024-11,2024-11-11
O0001425,C00520,2024-04-02,2024,4,Q2,Home & Garden,2,85.47,0.02,167.53,Organic Search,Mobile,London,0,2024-04,2024-04-02
O0001426,C00521,2023-09-10,2023,9,Q3,Toys,2,49.58,0.0,99.16,Email,Mobile,South West,0,2023-09,2023-09-10
O0001427,C00521,2024-05-09,2024,5,Q2,Toys,1,25.43,0.03,24.67,Email,Mobile,South West,1,2024-05,2024-05-09
O0001428,C00522,2021-10-06,2021,10,Q4,Clothing,1,84.16,0.0,84.16,Social Media,Tablet,South East,0,2021-10,2021-10-06
O0001429,C00522,2023-09-26,2023,9,Q3,Clothing,2,24.89,0.0,49.78,Social Media,Tablet,South East,1,2023-09,2023-09-26
O0001430,C00523,2024-06-21,2024,6,Q2,Electronics,3,101.34,0.0,304.03,Social Media,Mobile,Yorkshire,0,2024-06,2024-06-21
O0001431,C00524,2024-09-26,2024,9,Q3,Electronics,3,130.47,0.0,391.42,Direct,Mobile,Scotland,0,2024-09,2024-09-26
O0001432,C00524,2024-12-29,2024,12,Q4,Sports,4,91.24,0.0,364.95,Direct,Mobile,Scotland,1,2024-12,2024-12-29
O0001433,C00525,2022-03-09,2022,3,Q1,Electronics,4,115.11,0.0,460.45,Organic Search,Tablet,Yorkshire,0,2022-03,2022-03-09
O0001434,C00525,2022-06-01,2022,6,Q2,Clothing,4,51.11,0.0,204.46,Organic Search,Tablet,Yorkshire,1,2022-06,2022-06-01
O0001435,C00525,2022-09-26,2022,9,Q3,Beauty,4,28.9,0.05,109.81,Organic Search,Tablet,Yorkshire,1,2022-09,2022-09-26
O0001436,C00525,2023-06-23,2023,6,Q2,Home & Garden,4,112.8,0.0,451.2,Organic Search,Tablet,Yorkshire,1,2023-06,2023-06-23
O0001437,C00525,2023-07-23,2023,7,Q3,Clothing,3,94.49,0.0,283.46,Organic Search,Tablet,Yorkshire,1,2023-07,2023-07-23
O0001438,C00525,2024-02-02,2024,2,Q1,Clothing,3,51.82,0.2,124.37,Organic Search,Tablet,Yorkshire,1,2024-02,2024-02-02
O0001439,C00525,2024-11-14,2024,11,Q4,Clothing,1,37.87,0.0,37.87,Organic Search,Tablet,Yorkshire,1,2024-11,2024-11-14
O0001440,C00528,2023-11-19,2023,11,Q4,Clothing,3,48.29,0.18,118.79,Social Media,Mobile,South East,0,2023-11,2023-11-19
O0001441,C00528,2024-06-14,2024,6,Q2,Electronics,2,208.5,0.0,417.0,Social Media,Mobile,South East,1,2024-06,2024-06-14
O0001442,C00528,2024-10-12,2024,10,Q4,Electronics,1,102.35,0.17,84.95,Social Media,Mobile,South East,1,2024-10,2024-10-12
O0001443,C00528,2024-11-13,2024,11,Q4,Electronics,2,245.38,0.0,490.76,Social Media,Mobile,South East,1,2024-11,2024-11-13
O0001444,C00529,2024-11-19,2024,11,Q4,Sports,4,81.7,0.0,326.81,Paid Search,Mobile,Yorkshire,0,2024-11,2024-11-19
O0001445,C00529,2024-12-03,2024,12,Q4,Sports,1,96.12,0.0,96.12,Paid Search,Mobile,Yorkshire,1,2024-12,2024-12-03
O0001446,C00529,2024-12-06,2024,12,Q4,Sports,3,104.96,0.0,314.87,Paid Search,Mobile,Yorkshire,1,2024-12,2024-12-06
O0001447,C00530,2023-05-13,2023,5,Q2,Clothing,2,66.83,0.0,133.67,Paid Search,Mobile,South East,0,2023-05,2023-05-13
O0001448,C00530,2024-10-07,2024,10,Q4,Clothing,2,92.82,0.0,185.63,Paid Search,Mobile,South East,1,2024-10,2024-10-07
O0001449,C00531,2024-04-27,2024,4,Q2,Electronics,4,132.57,0.18,434.82,Social Media,Mobile,South East,0,2024-04,2024-04-27
O0001450,C00531,2024-10-11,2024,10,Q4,Beauty,2,47.9,0.22,74.73,Social Media,Mobile,South East,1,2024-10,2024-10-11
O0001451,C00531,2024-10-30,2024,10,Q4,Electronics,1,177.8,0.0,177.8,Social Media,Mobile,South East,1,2024-10,2024-10-30
O0001452,C00531,2024-12-24,2024,12,Q4,Toys,4,53.32,0.0,213.27,Social Media,Mobile,South East,1,2024-12,2024-12-24
O0001453,C00532,2024-07-10,2024,7,Q3,Clothing,4,25.65,0.0,102.59,Social Media,Desktop,South West,0,2024-07,2024-07-10
O0001454,C00533,2024-08-19,2024,8,Q3,Books,2,13.32,0.15,22.64,Direct,Mobile,North East,0,2024-08,2024-08-19
O0001455,C00535,2022-03-01,2022,3,Q1,Clothing,1,69.04,0.0,69.04,Organic Search,Tablet,London,0,2022-03,2022-03-01
O0001456,C00535,2022-08-05,2022,8,Q3,Clothing,1,45.68,0.0,45.68,Organic Search,Tablet,London,1,2022-08,2022-08-05
O0001457,C00536,2024-10-02,2024,10,Q4,Books,4,21.18,0.25,63.54,Paid Search,Tablet,Scotland,0,2024-10,2024-10-02
O0001458,C00537,2024-04-25,2024,4,Q2,Clothing,2,61.27,0.0,122.54,Organic Search,Mobile,Midlands,0,2024-04,2024-04-25
O0001459,C00537,2024-09-29,2024,9,Q3,Clothing,4,33.72,0.0,134.87,Organic Search,Mobile,Midlands,1,2024-09,2024-09-29
O0001460,C00537,2024-11-28,2024,11,Q4,Clothing,3,107.74,0.02,316.75,Organic Search,Mobile,Midlands,1,2024-11,2024-11-28
O0001461,C00537,2024-12-25,2024,12,Q4,Clothing,3,99.43,0.05,283.37,Organic Search,Mobile,Midlands,1,2024-12,2024-12-25
O0001462,C00538,2023-07-07,2023,7,Q3,Electronics,4,131.83,0.0,527.31,Email,Mobile,Midlands,0,2023-07,2023-07-07
O0001463,C00538,2024-10-29,2024,10,Q4,Electronics,4,143.51,0.0,574.05,Email,Mobile,Midlands,1,2024-10,2024-10-29
O0001464,C00539,2024-02-06,2024,2,Q1,Beauty,1,34.28,0.0,34.28,Email,Desktop,London,0,2024-02,2024-02-06
O0001465,C00539,2024-03-12,2024,3,Q1,Beauty,1,29.99,0.23,23.09,Email,Desktop,London,1,2024-03,2024-03-12
O0001466,C00539,2024-09-29,2024,9,Q3,Clothing,4,43.55,0.0,174.21,Email,Desktop,London,1,2024-09,2024-09-29
