customer_id,recency_days,frequency,monetary,first_order,last_order,avg_order_value,n_categories,r_score,f_score,m_score,rfm_segment,customer_lifetime_days,region,acquisition_channel,age_band
C00293,322,2,549.88,2022-05-18,2024-02-13,274.94,1,2,2,3,Hibernating,636,Midlands,Social Media,45-54
C00294,400,4,229.45,2021-06-13,2023-11-27,57.36,1,1,4,2,Cannot Lose Them,897,Wales,Organic Search,25-34
C00297,75,9,1190.18,2024-08-03,2024-10-17,132.24,1,4,5,5,Champions,75,Scotland,Direct,18-24
C00298,763,1,73.29,2022-11-29,2022-11-29,73.29,1,1,1,1,Hibernating,0,London,Social Media,18-24
C00299,30,4,744.0,2024-03-16,2024-12-01,186.0,2,5,4,4,Champions,260,London,Organic Search,55+
C00300,34,1,652.36,2024-11-27,2024-11-27,652.36,1,4,1,4,Recent Customers,0,Yorkshire,Social Media,18-24
C00301,164,1,255.33,2024-07-20,2024-07-20,255.33,1,3,1,2,Lost,0,Midlands,Paid Search,18-24
C00302,2,5,636.77,2024-12-11,2024-12-29,127.35,2,5,4,4,Champions,18,South West,Referral,18-24
C00303,90,3,414.46,2024-04-19,2024-10-02,138.15,2,3,3,3,Loyal Customers,166,Midlands,Paid Search,45-54
C00304,173,2,496.16,2024-03-23,2024-07-11,248.08,2,3,2,3,Lost,110,South East,Direct,18-24
C00305,155,4,552.38,2023-10-21,2024-07-29,138.1,1,3,4,3,Loyal Customers,282,South East,Direct,18-24
C00306,41,2,484.79,2024-10-16,2024-11-20,242.4,2,4,2,3,Recent Customers,35,Midlands,Social Media,25-34
C00309,196,6,2213.84,2022-04-27,2024-06-18,368.97,3,2,5,5,Cannot Lose Them,783,South East,Organic Search,45-54
C00310,353,4,467.53,2021-12-20,2024-01-13,116.88,2,2,4,3,Cannot Lose Them,754,London,Email,55+
C00312,31,3,816.93,2024-03-21,2024-11-30,272.31,2,5,3,4,Loyal Customers,254,Scotland,Paid Search,18-24
C00313,90,2,148.76,2023-06-02,2024-10-02,74.38,1,3,2,1,Lost,488,South East,Email,35-44
C00314,8,6,794.17,2024-02-27,2024-12-23,132.36,2,5,5,4,Champions,300,North West,Direct,35-44
C00315,5,10,1470.92,2024-07-24,2024-12-26,147.09,4,5,5,5,Champions,155,Midlands,Paid Search,35-44
C00319,127,4,555.41,2021-11-16,2024-08-26,138.85,2,3,4,3,Loyal Customers,1014,South West,Organic Search,25-34
C00320,253,2,372.79,2023-11-23,2024-04-22,186.4,1,2,2,2,Hibernating,151,South East,Direct,45-54
C00321,43,2,1069.74,2024-11-01,2024-11-18,534.87,1,4,2,5,Recent Customers,17,Scotland,Paid Search,45-54
C00322,364,3,188.56,2023-09-26,2024-01-02,62.85,2,2,3,1,At Risk,98,South East,Organic Search,25-34
C00323,327,3,505.91,2023-01-18,2024-02-08,168.64,3,2,3,3,At Risk,386,Yorkshire,Social Media,25-34
C00324,98,1,62.53,2024-09-24,2024-09-24,62.53,1,3,1,1,Lost,0,Scotland,Organic Search,18-24
C00325,505,1,251.39,2023-08-14,2023-08-14,251.39,1,1,1,2,Hibernating,0,London,Organic Search,45-54
C00326,8,5,1799.59,2023-09-03,2024-12-23,359.92,2,5,4,5,Champions,477,North West,Direct,18-24
C00327,11,5,569.96,2024-08-31,2024-12-20,113.99,2,5,4,3,Champions,111,South West,Direct,45-54
C00328,492,1,18.94,2023-08-27,2023-08-27,18.94,1,1,1,1,Hibernating,0,South West,Direct,25-34
C00329,175,2,341.07,2023-08-21,2024-07-09,170.54,1,3,2,2,Lost,323,Scotland,Email,18-24
C00330,36,8,1013.09,2023-01-28,2024-11-25,126.64,3,4,5,4,Champions,667,North West,Organic Search,45-54
C00331,24,3,673.64,2023-11-23,2024-12-07,224.55,1,5,3,4,Loyal Customers,380,South West,Social Media,35-44
C00332,15,1,87.18,2024-12-16,2024-12-16,87.18,1,5,1,1,Recent Customers,0,Midlands,Paid Search,18-24
C00333,16,3,722.84,2024-09-23,2024-12-15,240.95,3,5,3,4,Loyal Customers,83,London,Paid Search,25-34
C00334,901,3,532.82,2021-12-26,2022-07-14,177.61,3,1,3,3,At Risk,200,London,Direct,35-44
C00335,233,1,208.55,2024-05-12,2024-05-12,208.55,1,2,1,2,Hibernating,0,Midlands,Social Media,25-34
C00336,74,2,561.58,2022-11-28,2024-10-18,280.79,1,4,2,3,Recent Customers,690,Yorkshire,Organic Search,18-24
C00339,18,2,487.75,2024-11-02,2024-12-13,243.88,1,5,2,3,Recent Customers,41,Midlands,Social Media,18-24
C00340,4,2,1419.66,2024-12-26,2024-12-27,709.83,2,5,2,5,Recent Customers,1,Wales,Organic Search,55+
C00342,2,2,1266.9,2024-11-22,2024-12-29,633.45,1,5,2,5,Recent Customers,37,Yorkshire,Paid Search,25-34
C00343,733,1,141.44,2022-12-29,2022-12-29,141.44,1,1,1,1,Hibernating,0,Scotland,Organic Search,25-34
C00344,492,3,237.61,2022-05-17,2023-08-27,79.2,2,1,3,2,At Risk,467,South East,Paid Search,45-54
C00346,118,5,916.98,2023-02-25,2024-09-04,183.4,2,3,4,4,Loyal Customers,557,Yorkshire,Direct,45-54
C00348,21,3,374.35,2024-08-18,2024-12-10,124.78,3,5,3,2,Loyal Customers,114,Scotland,Organic Search,18-24
C00349,88,3,869.14,2023-11-01,2024-10-04,289.71,1,3,3,4,Loyal Customers,338,South West,Social Media,35-44
C00350,24,3,209.67,2023-11-01,2024-12-07,69.89,2,5,3,2,Loyal Customers,402,London,Organic Search,35-44
C00351,751,4,959.31,2021-06-06,2022-12-11,239.83,2,1,4,4,Cannot Lose Them,553,Scotland,Email,18-24
C00352,24,5,1813.02,2023-05-11,2024-12-07,362.6,3,5,4,5,Champions,576,London,Direct,18-24
C00353,150,3,292.23,2024-01-27,2024-08-03,97.41,2,3,3,2,Loyal Customers,189,Midlands,Paid Search,55+
C00355,224,1,196.62,2024-05-21,2024-05-21,196.62,1,2,1,1,Hibernating,0,South East,Paid Search,45-54
C00357,45,4,1083.54,2024-04-06,2024-11-16,270.88,2,4,4,5,Champions,224,South West,Paid Search,18-24
C00358,127,3,719.34,2023-06-09,2024-08-26,239.78,3,3,3,4,Loyal Customers,444,London,Organic Search,25-34
C00359,551,1,84.36,2023-06-29,2023-06-29,84.36,1,1,1,1,Hibernating,0,London,Social Media,35-44
C00360,46,6,906.89,2023-07-04,2024-11-15,151.15,3,4,5,4,Champions,500,London,Referral,35-44
C00361,174,2,400.85,2023-07-11,2024-07-10,200.42,1,3,2,3,Lost,365,London,Organic Search,18-24
C00362,177,2,182.26,2023-04-24,2024-07-07,91.13,2,3,2,1,Lost,440,South East,Direct,25-34
C00363,141,2,387.91,2024-04-11,2024-08-12,193.96,1,3,2,2,Lost,123,Wales,Email,25-34
C00364,972,1,79.11,2022-05-04,2022-05-04,79.11,1,1,1,1,Hibernating,0,North East,Referral,25-34
C00365,331,1,132.45,2024-02-04,2024-02-04,132.45,1,2,1,1,Hibernating,0,Yorkshire,Paid Search,18-24
C00366,173,3,571.98,2023-08-06,2024-07-11,190.66,2,3,3,3,Loyal Customers,340,South East,Social Media,35-44
C00367,155,5,674.8,2023-01-13,2024-07-29,134.96,2,3,4,4,Loyal Customers,563,Scotland,Organic Search,25-34
C00369,623,2,832.19,2022-02-13,2023-04-18,416.1,2,1,2,4,Hibernating,429,London,Email,35-44
C00370,153,4,505.69,2022-05-31,2024-07-31,126.42,1,3,4,3,Loyal Customers,792,Scotland,Organic Search,45-54
C00373,160,2,384.92,2024-05-01,2024-07-24,192.46,1,3,2,2,Lost,84,Yorkshire,Email,35-44
C00374,226,2,234.97,2024-05-17,2024-05-19,117.48,2,2,2,2,Hibernating,2,Scotland,Paid Search,18-24
C00375,49,4,453.66,2024-09-09,2024-11-12,113.42,2,4,4,3,Champions,64,Yorkshire,Email,35-44
C00376,6,9,2697.86,2024-10-06,2024-12-25,299.76,2,5,5,5,Champions,80,Scotland,Email,45-54
C00377,75,1,28.43,2024-10-17,2024-10-17,28.43,1,4,1,1,Recent Customers,0,Scotland,Referral,18-24
C00378,31,5,982.01,2023-04-06,2024-11-30,196.4,2,5,4,4,Champions,604,North East,Social Media,45-54
C00379,379,3,504.13,2022-08-18,2023-12-18,168.04,1,1,3,3,At Risk,487,North East,Social Media,35-44
C00380,73,5,838.61,2023-11-02,2024-10-19,167.72,2,4,4,4,Champions,352,South West,Organic Search,35-44
C00381,22,5,681.02,2024-08-24,2024-12-09,136.2,2,5,4,4,Champions,107,London,Direct,45-54
C00382,24,4,1661.79,2024-11-09,2024-12-07,415.45,2,5,4,5,Champions,28,London,Organic Search,25-34
C00383,613,2,167.06,2023-04-02,2023-04-28,83.53,1,1,2,1,Hibernating,26,South East,Organic Search,35-44
C00384,134,2,1193.6,2022-12-19,2024-08-19,596.8,2,3,2,5,Lost,609,South East,Organic Search,45-54
C00385,541,1,319.44,2023-07-09,2023-07-09,319.44,1,1,1,2,Hibernating,0,Yorkshire,Paid Search,18-24
C00387,362,1,102.73,2024-01-04,2024-01-04,102.73,1,2,1,1,Hibernating,0,North East,Organic Search,18-24
C00388,688,2,311.05,2022-05-14,2023-02-12,155.52,2,1,2,2,Hibernating,274,South East,Paid Search,45-54
C00389,276,1,181.94,2024-03-30,2024-03-30,181.94,1,2,1,1,Hibernating,0,Scotland,Email,55+
C00392,195,1,304.22,2024-06-19,2024-06-19,304.22,1,2,1,2,Hibernating,0,North West,Email,25-34
C00393,171,4,554.45,2022-01-20,2024-07-13,138.61,2,3,4,3,Loyal Customers,905,Wales,Social Media,25-34
C00394,511,2,239.95,2023-05-21,2023-08-08,119.98,2,1,2,2,Hibernating,79,Midlands,Referral,25-34
C00395,35,4,819.12,2024-02-12,2024-11-26,204.78,3,4,4,4,Champions,288,Yorkshire,Organic Search,18-24
C00397,473,1,278.07,2023-09-15,2023-09-15,278.07,1,1,1,2,Hibernating,0,Scotland,Social Media,55+
C00399,92,1,131.02,2024-09-30,2024-09-30,131.02,1,3,1,1,Lost,0,South West,Social Media,18-24
C00400,52,3,190.85,2022-09-06,2024-11-09,63.62,1,4,3,1,Loyal Customers,795,Scotland,Social Media,18-24
C00401,285,2,938.33,2023-07-28,2024-03-21,469.16,1,2,2,4,Hibernating,237,Midlands,Email,55+
C00402,149,2,187.92,2024-05-06,2024-08-04,93.96,1,3,2,1,Lost,90,North East,Paid Search,18-24
C00403,301,2,776.47,2022-12-08,2024-03-05,388.24,1,2,2,4,Hibernating,453,London,Organic Search,45-54
C00404,546,3,664.84,2022-12-05,2023-07-04,221.61,1,1,3,4,At Risk,211,North West,Organic Search,55+
C00405,382,3,916.1,2023-08-11,2023-12-15,305.37,2,1,3,4,At Risk,126,Midlands,Social Media,25-34
C00406,130,3,447.94,2024-06-24,2024-08-23,149.31,1,3,3,3,Loyal Customers,60,London,Organic Search,45-54
C00407,27,5,818.2,2022-08-05,2024-12-04,163.64,1,5,4,4,Champions,852,Midlands,Referral,35-44
C00409,471,2,159.97,2023-05-29,2023-09-17,79.98,2,1,2,1,Hibernating,111,South East,Organic Search,55+
C00410,240,2,360.71,2024-04-15,2024-05-05,180.36,1,2,2,2,Hibernating,20,South East,Paid Search,35-44
C00411,57,8,1883.27,2022-12-24,2024-11-04,235.41,3,4,5,5,Champions,681,South West,Email,25-34
C00412,81,6,1147.89,2021-10-20,2024-10-11,191.31,1,4,5,5,Champions,1087,Wales,Email,35-44
C00413,429,1,83.66,2023-10-29,2023-10-29,83.66,1,1,1,1,Hibernating,0,Wales,Social Media,35-44
C00414,179,4,553.06,2021-04-12,2024-07-05,138.26,2,2,4,3,Cannot Lose Them,1180,Yorkshire,Organic Search,55+
C00416,202,6,2110.68,2023-03-05,2024-06-12,351.78,2,2,5,5,Cannot Lose Them,465,Wales,Email,35-44
C00417,566,4,516.58,2022-02-10,2023-06-14,129.15,4,1,4,3,Cannot Lose Them,489,London,Organic Search,25-34
C00419,2,3,572.46,2024-10-10,2024-12-29,190.82,2,5,3,3,Loyal Customers,80,South East,Paid Search,45-54
C00421,128,9,1413.14,2021-08-02,2024-08-25,157.02,3,3,5,5,Loyal Customers,1119,Scotland,Organic Search,25-34
C00422,49,3,235.81,2024-06-18,2024-11-12,78.6,2,4,3,2,Loyal Customers,147,Yorkshire,Email,25-34
C00424,34,1,114.82,2024-11-27,2024-11-27,114.82,1,4,1,1,Recent Customers,0,North West,Social Media,25-34
C00425,91,2,187.64,2024-03-12,2024-10-01,93.82,1,3,2,1,Lost,203,Scotland,Direct,45-54
C00426,58,9,2379.68,2024-02-09,2024-11-03,264.41,2,4,5,5,Champions,268,London,Organic Search,55+
C00427,214,2,358.02,2024-04-25,2024-05-31,179.01,1,2,2,2,Hibernating,36,Midlands,Paid Search,18-24
C00429,34,1,303.56,2024-11-27,2024-11-27,303.56,1,4,1,2,Recent Customers,0,South East,Organic Search,18-24
C00430,44,4,727.72,2022-10-18,2024-11-17,181.93,3,4,4,4,Champions,761,Wales,Paid Search,45-54
C00431,438,1,119.65,2023-10-20,2023-10-20,119.65,1,1,1,1,Hibernating,0,North East,Paid Search,35-44
C00432,186,2,430.93,2024-06-10,2024-06-28,215.46,1,2,2,3,Hibernating,18,North West,Organic Search,18-24
C00433,379,1,284.14,2023-12-18,2023-12-18,284.14,1,1,1,2,Hibernating,0,London,Referral,25-34
C00434,38,7,774.79,2022-03-11,2024-11-23,110.68,2,4,5,4,Champions,988,North East,Referral,45-54
C00435,68,1,95.16,2024-10-24,2024-10-24,95.16,1,4,1,1,Recent Customers,0,Scotland,Social Media,18-24
C00437,37,2,246.82,2023-07-10,2024-11-24,123.41,1,4,2,2,Recent Customers,503,North West,Social Media,35-44
C00438,282,2,668.9,2023-10-02,2024-03-24,334.45,1,2,2,4,Hibernating,174,London,Organic Search,45-54
C00439,523,1,47.08,2023-07-27,2023-07-27,47.08,1,1,1,1,Hibernating,0,North East,Social Media,25-34
C00440,59,3,350.56,2024-06-04,2024-11-02,116.85,1,4,3,2,Loyal Customers,151,South West,Paid Search,45-54
C00441,24,4,1012.54,2022-08-12,2024-12-07,253.14,1,5,4,4,Champions,848,Scotland,Organic Search,55+
C00442,2,2,1071.36,2024-10-23,2024-12-29,535.68,1,5,2,5,Recent Customers,67,North East,Email,25-34
C00443,228,1,85.04,2024-05-17,2024-05-17,85.04,1,2,1,1,Hibernating,0,North East,Paid Search,18-24
C00446,307,2,568.1,2022-12-12,2024-02-28,284.05,2,2,2,3,Hibernating,443,London,Direct,25-34
C00447,15,3,345.75,2024-11-30,2024-12-16,115.25,1,5,3,2,Loyal Customers,16,Yorkshire,Organic Search,45-54
C00449,492,4,395.55,2023-06-09,2023-08-27,98.89,1,1,4,3,Cannot Lose Them,79,North West,Direct,35-44
C00450,279,1,438.13,2024-03-27,2024-03-27,438.13,1,2,1,3,Hibernating,0,South East,Paid Search,18-24
C00451,346,2,198.23,2023-01-29,2024-01-20,99.12,1,2,2,2,Hibernating,356,Wales,Social Media,45-54
C00453,39,4,429.36,2021-12-12,2024-11-22,107.34,2,4,4,3,Champions,1076,Wales,Organic Search,35-44
C00454,123,2,343.73,2024-05-30,2024-08-30,171.86,2,3,2,2,Lost,92,North West,Paid Search,25-34
C00455,16,4,406.77,2024-10-29,2024-12-15,101.69,1,5,4,3,Champions,47,Midlands,Email,35-44
C00456,23,6,1466.93,2021-12-24,2024-12-08,244.49,4,5,5,5,Champions,1080,Wales,Organic Search,35-44
C00457,358,1,114.44,2024-01-08,2024-01-08,114.44,1,2,1,1,Hibernating,0,South West,Social Media,35-44
C00458,83,1,77.78,2024-10-09,2024-10-09,77.78,1,4,1,1,Recent Customers,0,South East,Organic Search,55+
C00459,102,2,246.23,2024-09-03,2024-09-20,123.12,1,3,2,2,Lost,17,Midlands,Organic Search,45-54
C00460,32,4,1034.82,2023-10-07,2024-11-29,258.7,3,5,4,5,Champions,419,South West,Paid Search,25-34
C00462,50,3,350.72,2024-04-10,2024-11-11,116.91,2,4,3,2,Loyal Customers,215,London,Paid Search,55+
C00463,79,6,1140.81,2022-01-13,2024-10-13,190.14,4,4,5,5,Champions,1004,North West,Social Media,35-44
C00464,26,3,721.86,2022-06-13,2024-12-05,240.62,2,5,3,4,Loyal Customers,906,South West,Organic Search,18-24
C00465,34,6,707.9,2023-12-08,2024-11-27,117.98,3,4,5,4,Champions,355,North West,Organic Search,25-34
C00466,102,1,53.77,2024-09-20,2024-09-20,53.77,1,3,1,1,Lost,0,Midlands,Email,45-54
C00467,250,2,205.08,2024-02-01,2024-04-25,102.54,1,2,2,2,Hibernating,84,Wales,Email,45-54
C00470,818,1,155.69,2022-10-05,2022-10-05,155.69,1,1,1,1,Hibernating,0,Scotland,Paid Search,45-54
C00471,47,3,604.45,2022-11-30,2024-11-14,201.48,2,4,3,3,Loyal Customers,715,Yorkshire,Organic Search,18-24
C00472,291,6,803.84,2023-05-15,2024-03-15,133.97,1,2,5,4,Cannot Lose Them,305,South East,Organic Search,25-34
C00473,10,9,1133.8,2024-03-07,2024-12-21,125.98,5,5,5,5,Champions,289,Yorkshire,Social Media,45-54
C00474,465,3,534.18,2022-12-25,2023-09-23,178.06,1,1,3,3,At Risk,272,London,Organic Search,35-44
C00475,1018,3,542.51,2022-01-05,2022-03-19,180.84,2,1,3,3,At Risk,73,London,Direct,45-54
C00476,36,3,759.69,2024-11-13,2024-11-25,253.23,2,4,3,4,Loyal Customers,12,North West,Paid Search,18-24
C00477,184,8,683.95,2021-09-10,2024-06-30,85.49,2,2,5,4,Cannot Lose Them,1024,Scotland,Paid Search,55+
C00479,638,2,107.49,2023-03-06,2023-04-03,53.74,2,1,2,1,Hibernating,28,North West,Paid Search,45-54
C00480,259,3,442.78,2024-01-15,2024-04-16,147.59,1,2,3,3,At Risk,92,Yorkshire,Organic Search,25-34
C00481,88,1,276.3,2024-10-04,2024-10-04,276.3,1,3,1,2,Lost,0,London,Email,25-34
C00482,62,4,768.46,2024-02-05,2024-10-30,192.11,3,4,4,4,Champions,268,London,Paid Search,55+
C00483,748,2,267.96,2022-01-25,2022-12-14,133.98,1,1,2,2,Hibernating,323,North West,Paid Search,45-54
C00485,836,1,161.0,2022-09-17,2022-09-17,161.0,1,1,1,1,Hibernating,0,London,Paid Search,25-34
C00486,33,3,650.96,2024-09-30,2024-11-28,216.99,2,4,3,4,Loyal Customers,59,South West,Social Media,35-44
C00487,10,9,1216.29,2021-10-16,2024-12-21,135.14,3,5,5,5,Champions,1162,Yorkshire,Email,25-34
C00488,444,4,197.82,2022-08-20,2023-10-14,49.46,2,1,4,2,Cannot Lose Them,420,South West,Social Media,25-34
C00490,91,4,1000.14,2023-06-25,2024-10-01,250.04,3,3,4,4,Loyal Customers,464,North West,Email,25-34
C00491,878,1,141.18,2022-08-06,2022-08-06,141.18,1,1,1,1,Hibernating,0,South East,Social Media,55+
C00492,1269,1,159.36,2021-07-11,2021-07-11,159.36,1,1,1,1,Hibernating,0,Scotland,Paid Search,25-34
C00493,814,2,968.59,2021-12-06,2022-10-09,484.29,1,1,2,4,Hibernating,307,North West,Organic Search,45-54
C00494,115,3,266.15,2024-06-01,2024-09-07,88.72,1,3,3,2,Loyal Customers,98,Wales,Paid Search,25-34
C00495,253,4,444.22,2022-11-23,2024-04-22,111.06,1,2,4,3,Cannot Lose Them,516,North East,Email,35-44
C00496,10,2,376.37,2024-11-28,2024-12-21,188.18,1,5,2,2,Recent Customers,23,Scotland,Paid Search,35-44
C00497,117,3,132.28,2023-03-24,2024-09-05,44.09,2,3,3,1,Loyal Customers,531,South East,Direct,45-54
C00498,293,1,284.02,2024-03-13,2024-03-13,284.02,1,2,1,2,Hibernating,0,North East,Direct,25-34
C00499,43,4,495.59,2024-09-11,2024-11-18,123.9,2,4,4,3,Champions,68,North West,Email,45-54
C00500,62,2,309.2,2023-02-02,2024-10-30,154.6,2,4,2,2,Recent Customers,636,Yorkshire,Organic Search,25-34
C00501,336,2,256.27,2023-09-13,2024-01-30,128.14,1,2,2,2,Hibernating,139,Wales,Paid Search,35-44
C00502,40,5,671.66,2024-06-09,2024-11-21,134.33,1,4,4,4,Champions,165,Yorkshire,Social Media,35-44
C00503,11,5,1017.54,2023-07-28,2024-12-20,203.51,3,5,4,4,Champions,511,South West,Social Media,25-34
C00504,21,2,465.94,2024-12-07,2024-12-10,232.97,2,5,2,3,Recent Customers,3,North East,Organic Search,25-34
C00505,131,2,51.49,2024-03-09,2024-08-22,25.74,1,3,2,1,Lost,166,South East,Email,25-34
C00506,325,5,843.65,2021-04-12,2024-02-10,168.73,3,2,4,4,Cannot Lose Them,1034,Yorkshire,Social Media,18-24
C00507,2,4,392.27,2024-07-16,2024-12-29,98.07,2,5,4,3,Champions,166,Midlands,Organic Search,25-34
C00508,38,3,504.38,2023-08-04,2024-11-23,168.13,1,4,3,3,Loyal Customers,477,South West,Organic Search,25-34
C00509,42,7,1357.02,2023-03-31,2024-11-19,193.86,4,4,5,5,Champions,599,London,Paid Search,25-34
C00510,70,5,504.66,2024-08-28,2024-10-22,100.93,1,4,4,3,Champions,55,London,Organic Search,25-34
C00511,327,2,481.67,2021-08-24,2024-02-08,240.83,2,2,2,3,Hibernating,898,London,Direct,25-34
C00512,393,2,734.99,2021-11-07,2023-12-04,367.5,1,1,2,4,Hibernating,757,North East,Paid Search,25-34
C00513,353,1,91.55,2024-01-13,2024-01-13,91.55,1,2,1,1,Hibernating,0,North West,Paid Search,35-44
C00514,372,2,772.06,2023-03-27,2023-12-25,386.03,2,1,2,4,Hibernating,273,Scotland,Paid Search,55+
C00515,633,3,247.89,2021-10-26,2023-04-08,82.63,1,1,3,2,At Risk,529,South West,Paid Search,35-44
C00516,3,3,1054.79,2022-09-27,2024-12-28,351.6,2,5,3,5,Loyal Customers,823,South West,Organic Search,35-44
C00517,30,5,895.49,2023-02-01,2024-12-01,179.1,1,5,4,4,Champions,669,Yorkshire,Email,18-24
C00518,67,9,879.88,2024-04-13,2024-10-25,97.76,3,4,5,4,Champions,195,London,Paid Search,55+
C00519,50,1,385.49,2024-11-11,2024-11-11,385.49,1,4,1,2,Recent Customers,0,North West,Organic Search,55+
C00520,273,1,167.53,2024-04-02,2024-04-02,167.53,1,2,1,1,Hibernating,0,London,Organic Search,35-44
C00521,236,2,123.83,2023-09-10,2024-05-09,61.92,1,2,2,1,Hibernating,242,South West,Email,35-44
C00522,462,2,133.94,2021-10-06,2023-09-26,66.97,1,1,2,1,Hibernating,720,South East,Social Media,55+
C00523,193,1,304.03,2024-06-21,2024-06-21,304.03,1,2,1,2,Hibernating,0,Yorkshire,Social Media,18-24
C00524,2,2,756.37,2024-09-26,2024-12-29,378.18,2,5,2,4,Recent Customers,94,Scotland,Direct,18-24
C00525,47,7,1671.62,2022-03-09,2024-11-14,238.8,4,4,5,5,Champions,981,Yorkshire,Organic Search,25-34
C00528,48,4,1111.5,2023-11-19,2024-11-13,277.88,2,4,4,5,Champions,360,South East,Social Media,45-54
C00529,25,3,737.8,2024-11-19,2024-12-06,245.93,1,5,3,4,Loyal Customers,17,Yorkshire,Paid Search,18-24
C00530,85,2,319.3,2023-05-13,2024-10-07,159.65,1,4,2,2,Recent Customers,513,South East,Paid Search,45-54
C00531,7,4,900.62,2024-04-27,2024-12-24,225.16,3,5,4,4,Champions,241,South East,Social Media,35-44
C00532,174,1,102.59,2024-07-10,2024-07-10,102.59,1,3,1,1,Lost,0,South West,Social Media,35-44
C00533,134,1,22.64,2024-08-19,2024-08-19,22.64,1,3,1,1,Lost,0,North East,Direct,35-44
C00535,879,2,114.72,2022-03-01,2022-08-05,57.36,1,1,2,1,Hibernating,157,London,Organic Search,35-44
C00536,90,1,63.54,2024-10-02,2024-10-02,63.54,1,3,1,1,Lost,0,Scotland,Paid Search,45-54
C00537,6,4,857.53,2024-04-25,2024-12-25,214.38,1,5,4,4,Champions,244,Midlands,Organic Search,25-34
C00538,63,2,1101.36,2023-07-07,2024-10-29,550.68,1,4,2,5,Recent Customers,480,Midlands,Email,45-54
C00539,33,4,442.82,2024-02-06,2024-11-28,110.71,2,4,4,3,Champions,296,London,Email,25-34
C00540,10,6,735.18,2024-10-01,2024-12-21,122.53,3,5,5,4,Champions,81,South East,Email,45-54
C00541,257,2,373.92,2023-05-10,2024-04-18,186.96,1,2,2,2,Hibernating,344,London,Paid Search,35-44
C00542,22,3,757.94,2024-08-18,2024-12-09,252.65,2,5,3,4,Loyal Customers,113,South East,Direct,55+
C00543,107,1,201.59,2024-09-15,2024-09-15,201.59,1,3,1,2,Lost,0,Yorkshire,Paid Search,35-44
C00544,482,1,122.22,2023-09-06,2023-09-06,122.22,1,1,1,1,Hibernating,0,South West,Direct,35-44
C00545,28,3,502.42,2024-05-27,2024-12-03,167.47,2,5,3,3,Loyal Customers,190,South East,Paid Search,55+
C00546,126,2,515.67,2023-12-03,2024-08-27,257.83,1,3,2,3,Lost,268,London,Email,55+
C00547,16,2,373.43,2024-10-28,2024-12-15,186.72,2,5,2,2,Recent Customers,48,London,Paid Search,45-54
C00549,420,1,130.36,2023-11-07,2023-11-07,130.36,1,1,1,1,Hibernating,0,London,Social Media,35-44
C00550,84,2,403.71,2024-09-30,2024-10-08,201.86,1,4,2,3,Recent Customers,8,South East,Social Media,25-34
C00551,21,2,607.75,2024-11-29,2024-12-10,303.88,2,5,2,3,Recent Customers,11,London,Referral,25-34
C00552,426,3,461.46,2021-10-28,2023-11-01,153.82,2,1,3,3,At Risk,734,South East,Organic Search,35-44
C00556,13,5,405.68,2023-07-19,2024-12-18,81.14,1,5,4,3,Champions,518,London,Email,25-34
C00557,107,9,1380.23,2023-05-04,2024-09-15,153.36,3,3,5,5,Loyal Customers,500,London,Organic Search,25-34
C00559,88,2,523.79,2024-07-31,2024-10-04,261.9,2,3,2,3,Lost,65,Scotland,Paid Search,25-34
C00560,395,5,1309.83,2022-04-18,2023-12-02,261.97,3,1,4,5,Cannot Lose Them,593,South East,Organic Search,45-54
C00561,40,2,365.44,2023-05-12,2024-11-21,182.72,1,4,2,2,Recent Customers,559,London,Email,45-54
C00562,124,3,442.04,2024-02-27,2024-08-29,147.35,2,3,3,3,Loyal Customers,184,London,Email,45-54
C00563,32,1,216.67,2024-11-29,2024-11-29,216.67,1,5,1,2,Recent Customers,0,Scotland,Email,25-34
C00564,160,2,362.91,2023-03-01,2024-07-24,181.46,1,3,2,2,Lost,511,London,Organic Search,18-24
C00565,104,4,1167.16,2022-11-21,2024-09-18,291.79,2,3,4,5,Loyal Customers,667,Wales,Organic Search,45-54
C00566,269,1,34.49,2024-04-06,2024-04-06,34.49,1,2,1,1,Hibernating,0,Midlands,Organic Search,25-34
C00567,209,5,951.52,2023-07-30,2024-06-05,190.3,2,2,4,4,Cannot Lose Them,311,Wales,Organic Search,25-34
C00568,2,5,531.81,2024-08-09,2024-12-29,106.36,3,5,4,3,Champions,142,London,Email,35-44
C00569,43,3,1072.97,2024-03-31,2024-11-18,357.66,3,4,3,5,Loyal Customers,232,North West,Social Media,25-34
C00570,184,7,892.56,2021-01-23,2024-06-30,127.51,3,2,5,4,Cannot Lose Them,1254,London,Email,25-34
C00571,204,2,717.88,2023-09-04,2024-06-10,358.94,2,2,2,4,Hibernating,280,South East,Paid Search,25-34
C00572,183,2,92.12,2024-03-13,2024-07-01,46.06,2,2,2,1,Hibernating,110,Wales,Organic Search,35-44
C00574,24,1,260.54,2024-12-07,2024-12-07,260.54,1,5,1,2,Recent Customers,0,London,Paid Search,55+
C00575,22,3,304.7,2023-10-30,2024-12-09,101.57,2,5,3,2,Loyal Customers,406,South West,Organic Search,18-24
C00576,22,5,1303.99,2024-09-08,2024-12-09,260.8,4,5,4,5,Champions,92,Scotland,Referral,35-44
C00578,31,5,1078.35,2024-06-10,2024-11-30,215.67,2,5,4,5,Champions,173,South East,Paid Search,25-34
